Borough,the_geom,OBJECTID,Loc,Street_Nam,From_Stree,To_Street,Index,May07_AM,May07_PM,May07_MD,Sept07_AM,Sept07_PM,Sept07_MD,May08_AM,May08_PM,May08_MD,Sept08_AM,Sept08_PM,Sept08_MD,May09_AM,May09_PM,May09_MD,Sept09_AM,Sept09_PM,Sept09_MD,May10_AM,May10_PM,May10_MD,Sept10_AM,Sept10_PM,Sept10_MD,May11_AM,May11_PM,May11_MD,Sept11_AM,Sept11_PM,Sept11_MD,May12_AM,May12_PM,May12_MD,Sept12_AM,Sept12_PM,Sept12_MD,May13_AM,May13_PM,May13_MD,Sept13_AM,Sept13_PM,Sept13_MD,May14_AM,May14_PM,May14_MD,Sept14_AM,Sept14_PM,Sept14_MD,May15_AM,May15_PM,May15_MD,Sept15_AM,Sept15_PM,Sept15_MD,May16_AM,May16_PM,May16_MD,Sept16_AM,Sept16_PM,Sept16_MD,May17_AM,May17_PM,May17_MD,Sept17_AM,Sept17_PM,Sept17_MD,May18_AM,May18_PM,May18_MD,Sept18_PM,Sept18_MD,May19_AM,May19_PM,May19_MD
Manhattan,POINT (-74.01286204592034 40.70634164448266),36,36,Broadway,Morris Street,Exchange Place,Y,3660,8390,2361,4507,15554,12748,3110,7880,4098,4483,11912,3528,3085,7169,5281,5206,12034,6513,4896,11032,3907,4644,10890,6569,4357,9628,4097,3838,10699,6962,5462,9308,5350,"5,021","12,183","6,297","4,964","12,371","6,990","5,121","11,809","7,564","5,744","12,666","7,947","5,732","16,251","4,691","5,416","14,507","8,321",3935,13111,7254,"5,079","11,126","7,116","3,791","10,156","7,720","6,274","14,040","9,265","7,798","12,650","8,126","5,221","19,725","6,818","10,726","9,615","5,049","11,765","7,029"
Manhattan,POINT (-73.98219706247882 40.77181340301184),37,37,Broadway,West 63rd Street,West 64th Street,Y,1611,6764,4592,1805,5674,4111,1293,6024,5804,2616,8454,5178,1620,2654,5207,2718,6600,4236,1988,8750,5390,2447,9057,6147,1999,8878,5799,1687,7388,4793,2086,4690,8376,"1,881","8,696","6,809","1,986","9,375","6,034","2,577","9,566","7,064","1,775","7,707","5,919","2,686","7,916","4,462","1,870","8,996","7,676",3950,11244,7146,"2,789","8,673","5,003","2,338","8,574","5,944","1,962","6,832","5,446","2,091","9,305","4,663","2,059","6,194","6,037","7,773","5,259","1,696","6,864","4,907"
Manhattan,POINT (-74.01009312926121 40.715904559004194),38,38,Chambers Street,West Broadway,Greenwich Street,Y,7081,8512,2061,7192,8513,5204,6556,10440,2145,5333,5097,2675,7466,10866,1696,8091,8273,1612,6318,9575,6305,8909,11065,2983,6905,11192,2677,14456,11407,4674,5765,4266,2939,"8,185","10,981","4,144","7,735","9,680","4,100","8,232","9,661","3,627","8,140","10,248","1,580","8,806","10,478","1,538","8,324","9,689","2,422",8183,9256,1696,"6,923","9,546","2,994","7,639","8,514","5,458","6,923","9,546","2,994","8,401","9,937","3,302","8,323","8,960","3,630","10,456","3,493","3,075","6,598","2,934"
Manhattan,POINT (-73.97713579908014 40.7796808276313),39,39,Columbus Avenue,West 75th Street,West 76th Street,N,1071,3037,3500,1189,2748,2523,895,2385,3910,1172,3306,3171,1041,1761,3084,2248,4408,2629,1507,3464,3633,1632,3907,3407,1520,4024,4157,1497,3598,2442,1603,2283,3703,"1,601","3,898","4,216","1,676","4,358","4,968","1,646","3,998","4,070","1,451","4,420","4,246","1,633","3,272","3,271","1,218","4,604","6,597",2387,8626,3766,"1,892","4,594","4,162","1,852","3,277","4,522","1,558","3,627","2,690","1,592","3,626","2,977","1,524","3,905","3,780","3,794","2,451",-,-,-
Manhattan,POINT (-73.98936305063111 40.71898935935355),40,40,Delancey Street,Orchard Street,Ludlow Street,Y,1085,2733,2529,1433,4104,2701,1015,2947,2718,958,2218,1635,869,1680,1378,1664,4708,2233,940,2702,2093,1396,2912,1861,1036,2741,2119,969,2606,1592,1451,2495,2514,"1,616","4,262","3,385","1,472","4,415","3,776","1,594","4,278","2,951","1,558","4,792","2,809","1,636","4,480","2,626","1,357","4,543","3,367",1557,4809,1973,"1,746","5,086","3,197","1,847","4,847","3,032","1,647","4,534","3,295","1,634","3,238","2,420","1,851","4,772","3,249","4,010","3,034","1,704","4,692","3,351"
Manhattan,POINT (-73.99265748471083 40.735599264238246),41,41,East 14th Street,Fifth Avenue,University Place,Y,2265,13723,4761,2084,13965,5004,3000,11119,10041,2682,14451,7391,2946,17128,7151,3135,15654,7300,2480,13830,6559,2952,14895,6008,2726,18830,9130,2803,16102,7005,2607,8641,8997,"2,730","13,560","8,102","3,034","17,519","8,918","2,930","14,597","7,377","3,029","12,888","8,876","3,248","14,486","6,765","3,462","13,830","9,616",3868,15862,6103,"3,017","14,947","7,465","3,979","16,487","6,253","3,303","18,021","10,204","4,251","19,584","5,078","2,601","14,123","6,924","11,932","6,408","1,704","4,692","7,036"
Manhattan,POINT (-73.97665547944715 40.751694735123834),42,42,East 42nd Street,Park Avenue,Lexington Avenue,Y,7485,15513,6239,6664,16133,4885,6149,15315,4689,5437,13819,6455,8306,21051,6303,7433,20672,5006,7210,17256,5715,9320,16289,5193,7149,16756,6308,8729,16342,5287,8083,12937,6480,"7,362","16,933","6,857","7,478","18,085","6,703","7,700","17,327","7,617","8,461","17,127","5,692","7,278","18,044","4,682","8,428","16,039","6,560",8690,17425,5608,"13,311","28,056","9,351","8,253","16,376","6,400","9,241","20,258","6,428","8,551","16,529","6,279","8,452","19,998","5,873","23,025","8,808","9,414","16,061","5,619"
Manhattan,POINT (-73.99441204702927 40.731436017707026),43,43,East 8th Street,University Place,Greene Street,N,944,5422,2254,952,5782,2736,1052,6359,3097,975,5623,2947,884,4929,2506,1064,5810,2736,1035,5137,2588,1291,5350,2367,926,5171,2968,980,5290,2417,1134,2830,2846,"1,084","6,025","2,600","1,111","5,771","2,830","1,087","5,550","3,066",824,"3,902","2,237","1,200","5,118","2,335","1,113","3,873","2,756",1183,5024,2220,"1,267","5,138","2,661","1,457","6,299","2,276","1,352","4,866","2,682","1,212","5,016","1,690",905,"5,073","2,276","5,929","3,014",-,-,-
Manhattan,POINT (-73.98861503057542 40.75884828352126),44,44,Eighth Avenue,West 44th Street,West 45th Street,N,2735,8412,12143,8533,23290,16629,10246,33290,13498,5753,13671,9753,8366,16730,5749,7495,14628,4423,5196,16136,8685,3841,10130,7476,6058,20010,7261,5684,13805,8406,5608,13250,9213,"6,265","18,303","9,065","6,561","19,195","9,577","6,729","18,822","9,879","7,027","17,164","7,998","7,906","21,946","10,243","8,133","22,625","8,990",7222,19064,6468,"7,800","28,019","10,030","7,160","21,141","8,346","8,389","25,824","9,745","7,802","23,979","12,536","9,734","28,309","11,806","24,112","9,241",-,-,-
Manhattan,POINT (-73.97514418621735 40.76135361091173),45,45,Fifth Avenue,East 54th Street,East 55th Street,Y,3081,16471,13891,3432,23840,11707,3974,25732,18273,4089,20929,16307,3385,20508,10507,8483,22495,11485,4013,18701,12727,3771,24601,12752,3285,26106,12370,3968,18993,15946,3189,14533,13555,"3,472","22,800","14,405","3,858","20,485","15,398","3,951","20,202","14,353","3,616","20,639","16,089","3,980","20,528","15,513","4,113","26,831","12,417",3637,20999,11320,"4,443","22,351","12,712","4,360","22,274","12,247","6,445","23,214","11,394","2,985","19,551","11,576","6,266","23,182","16,299","18,048","16,022","3,892","16,971","10,229"
Manhattan,POINT (-73.99451531515767 40.71493552371373),46,46,Forsyth Street,Canal Street,Division Street,N,1373,7481,4703,1290,3506,3583,1190,4763,4504,1598,5879,5347,1269,5187,4981,2184,6998,3800,1353,5832,4961,2660,4606,3443,1150,5796,3298,1217,5186,2888,1153,3570,4359,"1,537","5,951","4,342","1,586","4,688","3,965","1,671","4,954","3,869","1,552","5,110","3,810","1,517","5,461","3,043","1,297","6,222","3,029",1451,5129,2811,"1,258","4,788","3,174","1,334","4,059","2,994","1,391","6,610","4,469","1,336","3,305","2,866","1,509","6,451","4,437","5,535","3,962",-,-,-
Manhattan,POINT (-74.0084036486757 40.7105537674607),47,47,Fulton Street,Broadway,Nassau Street,Y,4530,9162,2495,3446,5498,1835,4614,9415,3553,5041,9322,2043,5539,8901,2464,2544,6708,2847,3922,7398,2319,4280,8945,4578,3881,7535,3855,4137,10248,4274,4192,6091,3172,"4,635","9,180","3,327","4,543","8,727","3,473","4,216","7,922","3,202","3,425","7,732","2,698","3,457","7,212","1,856","3,595","8,002","2,259",4127,7037,2706,"3,460","8,459","3,542","4,039","6,740","3,425","4,637","9,223","4,792","3,625","6,414","3,704","3,191","6,681","4,242","7,838","4,297","3,712","7,632","3,569"
Manhattan,POINT (-74.00451806937401 40.7080627209577),48,48,Fulton Street,Cliff Street,Pearl Street,N,2593,6755,3167,1902,5113,2637,2112,8540,4686,2596,7309,2888,3544,7324,2992,2098,5479,2685,1982,6308,2593,2647,7119,2502,2633,8206,5151,2091,5561,3650,2611,4285,3775,"2,760","7,767","3,652","2,887","7,392","4,899","2,732","5,578","3,251","2,466","5,850","2,506","2,963","7,062","2,510","2,584","5,436","3,590",3251,5359,3257,"3,207","9,604","3,429","2,894","7,597","3,555","1,977","4,998","4,729","2,846","7,266","2,938","2,610","6,366","2,705","6,723","4,325",-,-,-
Manhattan,POINT (-73.96888735867235 40.76126460795223),49,49,Lexington Avenue,East 57th Street,East 58th Street,Y,4502,21634,5687,4251,11296,5302,4034,20893,6619,4231,11009,5962,4122,8661,5705,3272,10679,4786,4123,11641,4676,5082,11880,4208,3742,12143,5814,3908,11014,4528,4678,8412,4332,"4,587","12,345","4,900","4,138","12,682","5,924","4,566","11,639","5,661","3,800","14,129","5,956","4,298","11,716","5,628","3,205","8,111","5,894",5870,18125,3484,"4,931","12,301","4,583","4,625","12,007","4,892","4,489","12,400","3,894","4,656","10,732","4,176","4,218","9,699","4,155","10,451","3,828","4,483","10,685","3,991"
Manhattan,POINT (-73.96568512678532 40.771440622634515),50,50,Madison Avenue,East 71st Street,East 72nd Street,N,667,3760,3090,680,3204,2495,571,4254,3073,1014,2687,4099,677,1726,2088,635,3250,1817,706,2918,2830,832,3114,2340,712,3602,2895,611,2998,2159,837,2238,2492,966,"3,899","3,283",729,"3,183","3,102",858,"3,034","2,455",722,"3,912","2,633",739,"2,983","1,630",760,"3,247",760,2235,7220,2690,718,"2,988","2,480","2,142","6,911","2,160",624,"2,681","2,185",786,"2,495","1,711",770,"3,779","1,863","3,191","1,510",-,-,-
Manhattan,POINT (-73.99134284997088 40.749996387066524),51,51,Seventh Avenue,West 32nd Street,West 33rd Street,Y,10084,25156,9261,8803,23825,10476,7566,23312,11362,8407,24311,11704,7356,29526,12533,13552,27632,11537,12189,22390,10615,8422,22613,10902,8954,23314,10625,11445,23015,12765,10782,18101,12342,"13,647","28,208","10,690","11,898","26,609","11,146","12,365","28,392","11,374","13,677","26,062","11,781","12,246","27,744","10,281","17,191","35,990","50,827",9103,25197,10439,"11,410","31,856","16,847","11,099","38,885","13,500","9,740","24,343","10,861","9,523","23,193","10,593","12,171","29,618","9,733","30,194","13,037","11,623","24,186","11,541"
Manhattan,POINT (-74.01257537541983 40.70835161274032),52,52,Trinity Place,Rector Street,Thames Street,N,4552,7164,2286,4982,14290,9826,4814,7983,2754,3362,5228,1688,2770,4090,2393,4886,5836,2634,2224,3889,1808,3107,4424,2570,2629,4933,2270,2701,4312,3636,2283,3602,2734,"2,821","4,897","3,033","2,216","4,530","3,238","2,512","4,332","2,627","2,431","4,504","3,980","2,346","5,095","1,738","3,007","5,964","3,744",1527,5592,2104,"2,246","4,073","2,607","2,344","4,403","3,024","2,261","4,475","1,754","2,306","4,271","2,993","1,554","4,381","1,738","4,631","3,062",-,-,-
Manhattan,POINT (-74.01098647762808 40.707335375590624),53,53,Wall Street,New Street,Nassau Street,Y,3784,5560,2733,8065,14469,8295,6842,11264,4814,7476,15167,4035,6149,9608,4402,3506,12635,5695,6247,12186,3755,6885,14303,4636,6485,13176,5906,6219,13724,6742,6004,7844,6167,"6,733","11,023","5,284","5,354","11,111","5,430","5,405","10,140","5,763","6,072","10,741","5,827","7,981","11,310","4,959","5,681","10,717","5,430",6547,9135,6261,"6,759","14,575","5,836","6,445","11,300","6,516","5,733","10,277","5,651","5,792","10,494","6,854","4,643","10,661","4,623","9,628","5,572","5,453","9,823","5,141"
Manhattan,POINT (-73.94703781905247 40.80842973710489),54,54,West 125th Street,Adam C. Powell Boulevard,Lenox Avenue,Y,1706,7519,3949,1638,7546,5084,1921,7831,5219,2152,7681,4484,1277,8561,3984,2398,7903,5492,2042,7855,7142,2388,8710,6443,2231,8165,6800,2582,8638,6698,1900,5255,5603,"2,126","8,851","5,540","2,121","9,253","5,586","2,476","9,667","5,256","2,123","8,114","5,767","1,985","7,754","5,434","2,308","8,328","5,792",2070,8046,5588,"2,129","8,010","5,791","2,077","8,199","5,483","2,227","7,957","5,857","1,979","8,087","5,486","2,144","8,074","5,852","7,664","4,762","1,448","8,740","5,437"
Manhattan,POINT (-74.00384095197926 40.740305392828915),55,55,West 14th Street,Hudson Street,Eighth Avenue,Y,1540,5089,2960,1902,5474,2337,1520,6274,2701,1568,5664,2936,1360,6047,2485,2047,6649,3890,1458,6221,3057,2159,7055,3974,1800,8911,4963,1949,11166,3514,2106,4993,4335,"2,024","9,462","5,285","2,078","9,234","5,257","2,176","9,180","4,950","5,272","11,953","6,519","2,032","8,263","4,419","1,935","8,995","4,635",2075,8066,4751,"2,150","8,456","6,081","2,193","8,523","4,507","1,769","8,995","5,170","2,128","9,186","3,972","2,252","9,369","5,848","7,133","5,444","2,168","8,860","4,932"
Manhattan,POINT (-73.93434784508338 40.84958094443504),56,56,West 181st Street,St. Nicholas Avenue,Wadsworth Avenue,Y,1305,6516,3281,1685,5562,4725,1071,7420,4174,1238,7394,4432,1032,6680,4881,1212,8747,3926,1448,8364,4679,1212,7940,5056,1375,8257,4476,1198,8012,5040,1307,5254,5567,"1,245","6,921","7,461","1,266","7,442","5,704","1,321","7,409","6,194","1,372","7,225","4,492","1,399","7,357","6,125","1,380","7,230","4,512",1428,7544,6184,"1,380","7,476","4,671","1,422","7,555","6,295","1,343","7,407","1,343","1,386","7,668","6,307","1,549","7,984","4,937","8,036","4,903","1,196","6,010","4,361"
Manhattan,POINT (-73.98934552114228 40.75045405486469),57,57,West 34th Street,Broadway,Seventh Avenue,Y,12000,28123,12528,10326,32673,14201,12391,32736,14646,11051,29019,16268,12690,21943,13971,11941,27764,12044,13421,30544,10055,10010,30103,9900,9969,31701,14182,11279,27249,11137,13645,18969,13790,"13,348","26,865","13,036","11,672","28,348","15,594","12,232","30,743","13,107","15,806","29,150","10,806","13,152","25,591","12,222","12,297","26,852","12,297",10197,25687,11670,"13,835","33,102","12,029","9,272","25,365","15,233","11,874","25,185","10,944","14,215","25,734","17,262","13,511","30,643","12,904","31,953","13,000","12,694","28,606","11,452"
Manhattan,POINT (-73.98335689692979 40.75284360634033),58,58,West 40th Street,Avenue of the Americas,Fifth Avenue,Y,5454,11571,2639,5284,11208,2606,6019,10301,2175,6258,8616,2905,5064,10654,1664,6160,13985,2136,6479,11224,2868,7467,12457,2417,5540,11750,2943,6362,11933,1973,8340,8884,2616,"7,269","14,127","3,055","5,930","12,133","2,321","6,499","12,234","3,167","6,020","12,837","1,693","7,673","14,418","2,779","7,085","13,064","2,413",6415,13370,2258,"7,257","20,533","3,407","6,089","13,479","2,753","5,923","11,981","3,672","7,553","16,774","3,818","7,334","16,566","2,921","14,682","3,718","6,275","13,456","2,734"
Manhattan,POINT (-73.98017962622333 40.757338486389884),59,59,West 47th Street,Avenue of the Americas,Fifth Avenue,N,3897,14939,2201,3043,14487,1475,4899,13996,1401,2953,9805,2389,3463,10636,2119,3647,10736,1862,3972,12733,1765,3941,8928,1736,5618,11433,2623,3348,9064,1763,3620,8316,2021,"3,450","10,003","2,170","4,463","11,828","2,227","4,002","12,205","1,978","4,090","13,502","2,681","5,009","12,687","2,559","4,041","12,351","2,296",4128,11969,1973,"5,117","14,037","2,772","4,758","13,021","2,720","3,585","12,022","2,121","2,696","12,024","2,551","3,371","9,199","1,904","10,349","2,330",-,-,-
Manhattan,POINT (-73.96829307507049 40.75519022033234),60,60,Second Avenue,50th Street,51st Street,Y,2335,5371,2066,2259,5431,2047,2077,4957,1776,2002,3574,2202,1605,4840,1933,1669,4029,1493,2091,4311,2690,2162,4299,2031,1853,4564,2391,2008,4548,2181,2159,3654,2578,"2,527","5,238","2,767","2,425","5,912","2,277","2,415","5,529","3,284","2,507","5,358","2,405","2,660","4,863","1,616","2,257","5,259","1,872",2534,6619,1894,"2,255","4,484","2,836","2,521","5,715","2,751","2,604","5,938","2,490","1,850","4,501","1,904","2,971","7,314","2,988","5,394","2,708","2,527","5,494","2,982"
Manhattan,POINT (-73.97053303866996 40.756137585644126),61,61,Third Avenue,50th Street,51st Street,N,5504,8447,2827,6329,11003,2475,4733,10036,2296,5547,15473,2501,3804,9823,2537,5516,11033,2466,5302,9590,2648,2350,7303,2373,5849,11011,3397,6198,10387,2777,5073,6995,2766,"5,778","11,225","2,933","5,793","11,707","2,738","6,457","12,336","3,442","5,237","7,708","2,825","4,063","7,625","2,312","5,825","11,919","2,274",5920,12416,2473,"5,016","10,549","2,962","4,837","8,838","2,656","5,965","12,548","2,926","5,148","11,761","2,136","5,999","11,973","2,592","9,956","3,119",-,-,-
Manhattan,POINT (-73.97213382742112 40.756810835163805),62,62,Lexington Avenue,50th Street,51st Street,N,5730,10557,4805,5124,10010,2600,5659,12883,2968,6153,20071,3229,3614,7280,3131,4243,9235,2768,5812,12143,2781,4941,6260,2481,6003,12261,2708,4610,9722,3331,5610,7253,3075,"6,127","11,630","3,781","4,876","9,020","3,524","6,174","11,573","3,613","6,038","13,374","4,716","7,870","13,083","3,056","7,312","13,958","3,041",5822,11681,2816,"3,851","10,651","3,776","4,532","10,213","2,900","6,508","12,931","3,247","5,614","9,926","2,480","5,786","13,307","3,289","10,525","2,743",-,-,-
Manhattan,POINT (-73.97385284104773 40.75753624831211),63,63,Park Avenue,50th Street,51st Street,Y,6824,10653,2025,7868,12535,1137,5201,10800,1113,6059,18973,1460,4068,8087,1464,5358,10971,1560,5342,10497,1471,4100,10317,1538,5118,9773,1598,6862,9879,1985,5774,6601,1378,"6,951","13,358","2,125","6,103","10,628","1,534","6,458","11,376","2,239","6,896","12,018","1,897","4,229","8,301","1,001","7,063","10,745","1,730",6279,11439,1405,"4,639","10,165","1,969","6,021","9,465","1,811","7,630","13,654","1,362","5,576","10,725",895,"5,166","9,687","1,209","10,011","1,328","6,202","10,611","1,111"
Manhattan,POINT (-73.97536263666144 40.75817343083516),64,64,Madison Avenue,50th Street,51st Street,N,4204,9307,3297,3997,9188,2239,2407,5634,2144,3139,8742,1643,2498,7990,2281,4161,9773,4224,3589,9460,2104,2451,6184,2054,3694,8962,2678,3582,8710,4161,3903,6394,2539,"3,810","9,559","2,740","3,806","9,398","2,004","4,026","11,649","2,676","3,943","8,762","2,568","3,999","9,766","1,974","3,422","10,220","2,685",4049,10719,1974,"4,156","9,431","2,556","3,384","9,498","2,059","3,733","10,241","2,080","4,032","9,340","1,479","3,510","9,823","2,362","10,063","2,649",-,-,-
Manhattan,POINT (-73.97697246269053 40.758851359587396),65,65,Fifth Avenue,50th Street,51st Street,N,5565,18855,12954,4759,14718,11866,5685,28077,16851,5006,20879,14623,3770,25268,11494,5019,20562,11446,4360,28429,10440,3503,16915,13044,4424,24803,11311,5211,18865,13084,3886,16819,12325,"4,642","25,523","16,286","4,375","20,567","13,542","5,217","20,548","11,730","4,757","22,388","16,189","3,900","16,284","10,995","5,111","23,968","17,081",3311,12523,10262,"5,069","23,382","15,398","6,371","20,399","14,273","3,869","17,620","14,224","5,221","22,146","15,522","3,426","15,500","10,479","25,452","13,558",-,-,-
Manhattan,POINT (-73.98019868261785 40.76021178450931),66,66,Sixth Avenue,50th Street,51st Street,N,8288,17222,7527,9097,20504,14386,8627,23153,7523,7647,23605,7729,4880,14500,5385,8591,25013,8340,7753,22076,7042,7565,23463,6787,7109,17964,6532,6353,16219,6910,5885,11446,4718,"6,755","18,750","5,962","7,344","21,852","9,578","8,653","20,989","8,928","6,754","20,361","8,167","7,757","18,925","5,550","8,382","19,830","7,573",7899,22568,6896,"8,539","20,057","8,095","8,451","20,123","8,578","9,078","21,417","7,852","7,749","17,784","7,483","8,719","31,236","5,443","19,964","3,591",-,-,-
Manhattan,POINT (-73.98303507483828 40.76140611887661),67,67,Seventh Avenue,50th Street,51st Street,N,4490,9683,9375,4952,13179,6120,6100,18254,7303,6446,20666,9077,4052,11765,5383,5238,21134,8703,4683,18116,5245,4730,18128,4951,3580,12448,4956,5207,11867,6135,4125,8700,6298,"5,521","15,077","6,800","5,266","14,066","6,575","4,947","12,929","5,974","4,404","13,341","8,216","4,307","13,090","6,401","4,661","14,752","7,617",6388,13831,6692,"5,324","14,088","6,798","5,972","14,583","7,043","6,066","12,107","5,963","5,100","13,429","6,408","5,689","15,258","5,905","15,681","7,179",-,-,-
Manhattan,POINT (-73.98383919698608 40.76174395517822),68,68,Broadway,50th Street,51st Street,Y,3651,11214,9134,4158,12401,9352,2973,11426,7308,4316,14026,8443,3151,8475,6386,3934,11771,8480,3893,12065,5874,4222,13896,6784,3883,13185,5734,3680,11856,5699,3337,9640,7974,"5,221","13,664","7,514","3,744","13,639","9,366","3,841","13,493","7,740","3,763","16,899","7,208","3,693","9,794","6,292","3,711","15,263","7,523",5050,13880,7486,"4,761","16,986","7,928","5,458","15,559","7,641","4,902","16,330","6,214","6,000","17,338","9,274","2,987","10,248","7,929","14,546","6,917","3,885","15,193","7,587"
Manhattan,POINT (-73.98589867014988 40.76257065006471),69,69,Eighth Avenue,50th Street,51st Street,N,2817,7362,5118,3971,8561,5391,3752,10656,5858,4184,12792,7798,3054,9975,4793,3549,12643,4837,3513,10332,4192,3616,11171,4140,3465,11368,4276,3626,9549,5309,3403,7429,5619,"3,834","9,893","5,097","3,858","12,261","6,363","4,311","12,194","6,721","4,178","15,305","8,567","3,459","12,050","5,719","3,675","12,228","8,666",4543,13075,4924,"4,446","16,529","7,359","4,669","16,089","6,486","4,816","16,366","7,899","4,829","12,806","4,777","4,365","12,765","7,613","12,501","7,489",-,-,-
